orthoGp24140: Tgondii|TGME49_293210-t26_1-p1
orthoGp24199: Tgondii|TGME49_222440-t26_1-p1
orthoGp24200: Tgondii|TGME49_222948-t26_1-p1
orthoGp24201: Tgondii|TGME49_223010-t26_1-p1
orthoGp24202: Tgondii|TGME49_223025-t26_1-p1
orthoGp24203: Tgondii|TGME49_223045-t26_1-p1
orthoGp24204: Tgondii|TGME49_297065-t26_1-p1
orthoGp24205: Tgondii|TGME49_297190-t26_1-p1
orthoGp24206: Tgondii|TGME49_297395-t26_1-p1
orthoGp24207: Tgondii|TGME49_297488-t26_1-p1
orthoGp24208: Tgondii|TGME49_297492-t26_1-p1
orthoGp24209: Tgondii|TGME49_297495-t26_1-p1
orthoGp24210: Tgondii|TGME49_297505-t26_1-p1
orthoGp24211: Tgondii|TGME49_297643-t26_1-p1
orthoGp24212: Tgondii|TGME49_297725-t26_1-p1
orthoGp24213: Tgondii|TGME49_297770-t26_1-p1
orthoGp24214: Tgondii|TGME49_298070-t26_1-p1
orthoGp24215: Tgondii|TGME49_298080-t26_1-p1
orthoGp24216: Tgondii|TGME49_252080-t26_1-p1
orthoGp24217: Tgondii|TGME49_252090-t26_1-p1
orthoGp24218: Tgondii|TGME49_252295-t26_1-p1
orthoGp24219: Tgondii|TGME49_252385-t26_1-p1
orthoGp24220: Tgondii|TGME49_252450-t26_1-p1
orthoGp24221: Tgondii|TGME49_253035-t26_1-p1
orthoGp24222: Tgondii|TGME49_253050-t26_1-p1
orthoGp24223: Tgondii|TGME49_253670-t26_1-p1
orthoGp24224: Tgondii|TGME49_253680-t26_1-p1
orthoGp24225: Tgondii|TGME49_253760-t26_1-p1
orthoGp24226: Tgondii|TGME49_254255-t26_1-p1
orthoGp24227: Tgondii|TGME49_254335-t26_1-p1
orthoGp24228: Tgondii|TGME49_254485-t26_1-p1
orthoGp24229: Tgondii|TGME49_254606-t26_1-p1
orthoGp24230: Tgondii|TGME49_254860-t26_1-p1
orthoGp24231: Tgondii|TGME49_275755-t26_1-p1
orthoGp24232: Tgondii|TGME49_275795-t26_1-p1
orthoGp24233: Tgondii|TGME49_275970-t26_1-p1
orthoGp24234: Tgondii|TGME49_276230-t26_1-p1
orthoGp24235: Tgondii|TGME49_298820-t26_1-p1
orthoGp24236: Tgondii|TGME49_298830-t26_1-p1
orthoGp24237: Tgondii|TGME49_298840-t26_1-p1
orthoGp24238: Tgondii|TGME49_299015-t26_1-p1
orthoGp24239: Tgondii|TGME49_299120-t26_1-p1
orthoGp24240: Tgondii|TGME49_299160-t26_1-p1
orthoGp24241: Tgondii|TGME49_206910-t26_1-p1
orthoGp24242: Tgondii|TGME49_210715-t26_1-p1
orthoGp24243: Tgondii|TGME49_210783-t26_1-p1
orthoGp24244: Tgondii|TGME49_210815-t26_1-p1
orthoGp24245: Tgondii|TGME49_210970-t26_1-p1
orthoGp24246: Tgondii|TGME49_210975-t26_1-p1
orthoGp24247: Tgondii|TGME49_211015-t26_1-p1
orthoGp24248: Tgondii|TGME49_211070-t26_1-p1
orthoGp24249: Tgondii|TGME49_211080-t26_1-p1
orthoGp24250: Tgondii|TGME49_211695-t26_1-p1
orthoGp24251: Tgondii|TGME49_237800-t26_1-p1
orthoGp24252: Tgondii|TGME49_237835-t26_1-p1
orthoGp24253: Tgondii|TGME49_237893-t26_1-p1
orthoGp24254: Tgondii|TGME49_300980-t26_1-p1
orthoGp24255: Tgondii|TGME49_300990-t26_1-p1
orthoGp24256: Tgondii|TGME49_301170-t26_1-p1
orthoGp24257: Tgondii|TGME49_301190-t26_1-p1
orthoGp24258: Tgondii|TGME49_301200-t26_1-p1
orthoGp24259: Tgondii|TGME49_301218-t26_1-p1
orthoGp24260: Tgondii|TGME49_301260-t26_1-p1
orthoGp24261: Tgondii|TGME49_301280-t26_1-p1
orthoGp24262: Tgondii|TGME49_301310-t26_1-p1
orthoGp24263: Tgondii|TGME49_301330-t26_1-p1
orthoGp24264: Tgondii|TGME49_301355-t26_1-p1
orthoGp24265: Tgondii|TGME49_301360-t26_1-p1
orthoGp24266: Tgondii|TGME49_301415-t26_1-p1
orthoGp24267: Tgondii|TGME49_317830-t26_1-p1
orthoGp24268: Tgondii|TGME49_318120-t26_1-p1
orthoGp24269: Tgondii|TGME49_318300-t26_1-p1
orthoGp24270: Tgondii|TGME49_318360-t26_1-p1
orthoGp24271: Tgondii|TGME49_318575-t26_1-p1
orthoGp24272: Tgondii|TGME49_318632-t26_1-p1
orthoGp24273: Tgondii|TGME49_318738-t26_1-p1
orthoGp24274: Tgondii|TGME49_319935-t26_1-p1
orthoGp24275: Tgondii|TGME49_319988-t26_1-p1
orthoGp24276: Tgondii|TGME49_320135-t26_1-p1
orthoGp24277: Tgondii|TGME49_320190-t26_1-p1
orthoGp24278: Tgondii|TGME49_320250-t26_1-p1
orthoGp24279: Tgondii|TGME49_320410-t26_1-p1
orthoGp24280: Tgondii|TGME49_320465-t26_1-p1
orthoGp24281: Tgondii|TGME49_320780-t26_1-p1
orthoGp24282: Tgondii|TGME49_212775-t26_1-p1
orthoGp24283: Tgondii|TGME49_212860-t26_1-p1
orthoGp24284: Tgondii|TGME49_212955-t26_1-p1
orthoGp24285: Tgondii|TGME49_213065-t26_1-p1
orthoGp24286: Tgondii|TGME49_213370-t26_1-p1
orthoGp24287: Tgondii|TGME49_213380-t26_1-p1
orthoGp24288: Tgondii|TGME49_213415-t26_1-p1
orthoGp24289: Tgondii|TGME49_213590-t26_1-p1
orthoGp24290: Tgondii|TGME49_213635-t26_1-p1
orthoGp24291: Tgondii|TGME49_213748-t26_1-p1
orthoGp24292: Tgondii|TGME49_213885-t26_1-p1
orthoGp24293: Tgondii|TGME49_213960-t26_1-p1
orthoGp24294: Tgondii|TGME49_220060-t26_1-p1
orthoGp24295: Tgondii|TGME49_220070-t26_1-p1
orthoGp24296: Tgondii|TGME49_220125-t26_1-p1
orthoGp24297: Tgondii|TGME49_220128-t26_1-p1
orthoGp24298: Tgondii|TGME49_220145-t26_1-p1
orthoGp24299: Tgondii|TGME49_220180-t26_1-p1
orthoGp24300: Tgondii|TGME49_220240-t26_1-p1
orthoGp24301: Tgondii|TGME49_220310-t26_1-p1
orthoGp24302: Tgondii|TGME49_220525-t26_1-p1
orthoGp24303: Tgondii|TGME49_220580-t26_1-p1
orthoGp24304: Tgondii|TGME49_220650-t26_1-p1
orthoGp24305: Tgondii|TGME49_283570-t26_1-p1
orthoGp24306: Tgondii|TGME49_283585-t26_1-p1
orthoGp24307: Tgondii|TGME49_283698-t26_1-p1
orthoGp24308: Tgondii|TGME49_283770-t26_1-p1
orthoGp24309: Tgondii|TGME49_283800-t26_1-p1
orthoGp24310: Tgondii|TGME49_283855-t26_1-p1
orthoGp24311: Tgondii|TGME49_283870-t26_1-p1
orthoGp24312: Tgondii|TGME49_284310-t26_1-p1
orthoGp24313: Tgondii|TGME49_284420-t26_1-p1
orthoGp24314: Tgondii|TGME49_284680-t26_1-p1
orthoGp24315: Tgondii|TGME49_285400-t26_1-p1
orthoGp24316: Tgondii|TGME49_285665-t26_1-p1
orthoGp24317: Tgondii|TGME49_285740-t26_1-p1
orthoGp24318: Tgondii|TGME49_285825-t26_1-p1
orthoGp24319: Tgondii|TGME49_285865-t26_1-p1
orthoGp24320: Tgondii|TGME49_285880-t26_1-p1
orthoGp24321: Tgondii|TGME49_286170-t26_1-p1
orthoGp24322: Tgondii|TGME49_286200-t26_1-p1
orthoGp24323: Tgondii|TGME49_286480-t26_1-p1
orthoGp24324: Tgondii|TGME49_286485-t26_1-p1
orthoGp24325: Tgondii|TGME49_286525-t26_1-p1
orthoGp24326: Tgondii|TGME49_286595-t26_1-p1
orthoGp24327: Tgondii|TGME49_286735-t26_1-p1
orthoGp24328: Tgondii|TGME49_286810-t26_1-p1
orthoGp24329: Tgondii|TGME49_286928-t26_1-p1
orthoGp24330: Tgondii|TGME49_287235-t26_1-p1
orthoGp24331: Tgondii|TGME49_287240-t26_1-p1
orthoGp24332: Tgondii|TGME49_287440-t26_1-p1
orthoGp24333: Tgondii|TGME49_287460-t26_1-p1
orthoGp24334: Tgondii|TGME49_287470-t26_1-p1
orthoGp24335: Tgondii|TGME49_296340-t26_1-p1
orthoGp24336: Tgondii|TGME49_307450-t26_1-p1
orthoGp24337: Tgondii|TGME49_307470-t26_1-p1
orthoGp24338: Tgondii|TGME49_237700-t26_1-p1
orthoGp24339: Tgondii|TGME49_238030-t26_1-p1
orthoGp24340: Tgondii|TGME49_238073-t26_1-p1
orthoGp24341: Tgondii|TGME49_238077-t26_1-p1
orthoGp24342: Tgondii|TGME49_238165-t26_1-p1
orthoGp24343: Tgondii|TGME49_238450-t26_1-p1
orthoGp24344: Tgondii|TGME49_238490-t26_1-p1
orthoGp24345: Tgondii|TGME49_238505-t26_1-p1
orthoGp24346: Tgondii|TGME49_238520-t26_1-p1
orthoGp24347: Tgondii|TGME49_238530-t26_1-p1
orthoGp24348: Tgondii|TGME49_238860-t26_1-p1
orthoGp24349: Tgondii|TGME49_239083-t26_1-p1
orthoGp24350: Tgondii|TGME49_240247-t26_1-p1
orthoGp24351: Tgondii|TGME49_240360-t26_1-p1
orthoGp24352: Tgondii|TGME49_240365-t26_1-p1
orthoGp24353: Tgondii|TGME49_240755-t26_1-p1
orthoGp24354: Tgondii|TGME49_240820-t26_1-p1
orthoGp24355: Tgondii|TGME49_240920-t26_1-p1
orthoGp24356: Tgondii|TGME49_241310-t26_1-p1
orthoGp24357: Tgondii|TGME49_242040-t26_1-p1
orthoGp24358: Tgondii|TGME49_242340-t26_1-p1
orthoGp24359: Tgondii|TGME49_242845-t26_1-p1
orthoGp24360: Tgondii|TGME49_243100-t26_1-p1
orthoGp24361: Tgondii|TGME49_243150-t26_1-p1
orthoGp24362: Tgondii|TGME49_243220-t26_1-p1
orthoGp24363: Tgondii|TGME49_243302-t26_1-p1
orthoGp24364: Tgondii|TGME49_243355-t26_1-p1
orthoGp24365: Tgondii|TGME49_243420-t26_1-p1
orthoGp24366: Tgondii|TGME49_243520-t26_1-p1
orthoGp24367: Tgondii|TGME49_243545-t26_1-p1
orthoGp24368: Tgondii|TGME49_243615-t26_1-p1
orthoGp24369: Tgondii|TGME49_243700-t26_1-p1
orthoGp24370: Tgondii|TGME49_243770-t26_1-p1
orthoGp24371: Tgondii|TGME49_243900-t26_1-p1
orthoGp24372: Tgondii|TGME49_244015-t26_1-p1
orthoGp24373: Tgondii|TGME49_244105-t26_1-p1
orthoGp24374: Tgondii|TGME49_244165-t26_1-p1
orthoGp24375: Tgondii|TGME49_244220-t26_1-p1
orthoGp24376: Tgondii|TGME49_244408-t26_1-p1
orthoGp24377: Tgondii|TGME49_244645-t26_1-p1
orthoGp24378: Tgondii|TGME49_244930-t26_1-p1
orthoGp24379: Tgondii|TGME49_244940-t26_1-p1
orthoGp24380: Tgondii|TGME49_244950-t26_1-p1
orthoGp24381: Tgondii|TGME49_201100-t26_1-p1
orthoGp24382: Tgondii|TGME49_201160-t26_1-p1
orthoGp24383: Tgondii|TGME49_201190-t26_1-p1
orthoGp24384: Tgondii|TGME49_201215-t26_1-p1
orthoGp24385: Tgondii|TGME49_201775-t26_1-p1
orthoGp24386: Tgondii|TGME49_201785-t26_1-p1
orthoGp24387: Tgondii|TGME49_202060-t26_1-p1
orthoGp24388: Tgondii|TGME49_202065-t26_1-p1
orthoGp24389: Tgondii|TGME49_202330-t26_1-p1
orthoGp24390: Tgondii|TGME49_202375-t26_1-p1
orthoGp24391: Tgondii|TGME49_202445-t26_1-p1
orthoGp24392: Tgondii|TGME49_202735-t26_1-p1
orthoGp24393: Tgondii|TGME49_202860-t26_1-p1
orthoGp24394: Tgondii|TGME49_203100-t26_1-p1
orthoGp24395: Tgondii|TGME49_203175-t26_1-p1
orthoGp24396: Tgondii|TGME49_203430-t26_1-p1
orthoGp24397: Tgondii|TGME49_203470-t26_1-p1
orthoGp24398: Tgondii|TGME49_203560-t26_1-p1
orthoGp24399: Tgondii|TGME49_203685-t26_1-p1
orthoGp24400: Tgondii|TGME49_203688-t26_1-p1
orthoGp24401: Tgondii|TGME49_203705-t26_1-p1
orthoGp24402: Tgondii|TGME49_203735-t26_1-p1
orthoGp24403: Tgondii|TGME49_203815-t26_1-p1
orthoGp24404: Tgondii|TGME49_203875-t26_1-p1
orthoGp24405: Tgondii|TGME49_203985-t26_1-p1
orthoGp24406: Tgondii|TGME49_204045-t26_1-p1
orthoGp24407: Tgondii|TGME49_204090-t26_1-p1
orthoGp24408: Tgondii|TGME49_204110-t26_1-p1
orthoGp24409: Tgondii|TGME49_204150-t26_1-p1
orthoGp24410: Tgondii|TGME49_204325-t26_1-p1
orthoGp24411: Tgondii|TGME49_204395-t26_1-p1
orthoGp24412: Tgondii|TGME49_204505-t26_1-p1
orthoGp24413: Tgondii|TGME49_205110-t26_1-p1
orthoGp24414: Tgondii|TGME49_205230-t26_1-p1
orthoGp24415: Tgondii|TGME49_205425-t26_1-p1
orthoGp24416: Tgondii|TGME49_205530-t26_1-p1
orthoGp24417: Tgondii|TGME49_205630-t26_1-p1
orthoGp24418: Tgondii|TGME49_205770-t26_1-p1
orthoGp24419: Tgondii|TGME49_206460-t26_1-p1
orthoGp24420: Tgondii|TGME49_206520-t26_1-p1
orthoGp24421: Tgondii|TGME49_206605-t26_1-p1
orthoGp24422: Tgondii|TGME49_280465-t26_1-p1
orthoGp24423: Tgondii|TGME49_280725-t26_1-p1
orthoGp24424: Tgondii|TGME49_281030-t26_1-p1
orthoGp24425: Tgondii|TGME49_281040-t26_1-p1
orthoGp24426: Tgondii|TGME49_281360-t26_1-p1
orthoGp24427: Tgondii|TGME49_281575-t26_1-p1
orthoGp24428: Tgondii|TGME49_281660-t26_1-p1
orthoGp24429: Tgondii|TGME49_281955-t26_1-p1
orthoGp24430: Tgondii|TGME49_282160-t26_1-p1
orthoGp24431: Tgondii|TGME49_304690-t26_1-p1
orthoGp24432: Tgondii|TGME49_304755-t26_1-p1
orthoGp24433: Tgondii|TGME49_255175-t26_1-p1
orthoGp24434: Tgondii|TGME49_255195-t26_1-p1
orthoGp24435: Tgondii|TGME49_255215-t26_1-p1
orthoGp24436: Tgondii|TGME49_255990-t26_1-p1
orthoGp24437: Tgondii|TGME49_256220-t26_1-p1
orthoGp24438: Tgondii|TGME49_256950-t26_1-p1
orthoGp24439: Tgondii|TGME49_256965-t26_1-p1
orthoGp24440: Tgondii|TGME49_256975-t26_1-p1
orthoGp24441: Tgondii|TGME49_257568-t26_1-p1
orthoGp24442: Tgondii|TGME49_257670-t26_1-p1
orthoGp24443: Tgondii|TGME49_257685-t26_1-p1
orthoGp24444: Tgondii|TGME49_257755-t26_1-p1
orthoGp24445: Tgondii|TGME49_257810-t26_1-p1
orthoGp24446: Tgondii|TGME49_258040-t26_1-p1
orthoGp24447: Tgondii|TGME49_258085-t26_1-p1
orthoGp24448: Tgondii|TGME49_258105-t26_1-p1
orthoGp24449: Tgondii|TGME49_258140-t26_1-p1
orthoGp24450: Tgondii|TGME49_258225-t26_1-p1
orthoGp24451: Tgondii|TGME49_258458-t26_1-p1
orthoGp24452: Tgondii|TGME49_258575-t26_1-p1
orthoGp24453: Tgondii|TGME49_258670-t26_1-p1
orthoGp24454: Tgondii|TGME49_258828-t26_1-p1
orthoGp24455: Tgondii|TGME49_259060-t26_1-p1
orthoGp24456: Tgondii|TGME49_259100-t26_1-p1
orthoGp24457: Tgondii|TGME49_259280-t26_1-p1
orthoGp24458: Tgondii|TGME49_259540-t26_1-p1
orthoGp24459: Tgondii|TGME49_259680-t26_1-p1
orthoGp24460: Tgondii|TGME49_259835-t26_1-p1
orthoGp24461: Tgondii|TGME49_260205-t26_1-p1
orthoGp24462: Tgondii|TGME49_260330-t26_1-p1
orthoGp24463: Tgondii|TGME49_260860-t26_1-p1
orthoGp24464: Tgondii|TGME49_261075-t26_1-p1
orthoGp24465: Tgondii|TGME49_261300-t26_1-p1
orthoGp24466: Tgondii|TGME49_261390-t26_1-p1
orthoGp24467: Tgondii|TGME49_261770-t26_1-p1
orthoGp24468: Tgondii|TGME49_262020-t26_1-p1
orthoGp24469: Tgondii|TGME49_262125-t26_1-p1
orthoGp24470: Tgondii|TGME49_262500-t26_1-p1
orthoGp24471: Tgondii|TGME49_262590-t26_1-p1
orthoGp24472: Tgondii|TGME49_262655-t26_1-p1
orthoGp24473: Tgondii|TGME49_262715-t26_1-p1
orthoGp24474: Tgondii|TGME49_262840-t26_1-p1
orthoGp24475: Tgondii|TGME49_262870-t26_1-p1
orthoGp24476: Tgondii|TGME49_263160-t26_1-p1
orthoGp24477: Tgondii|TGME49_263215-t26_1-p1
orthoGp24478: Tgondii|TGME49_263460-t26_1-p1
orthoGp24479: Tgondii|TGME49_263505-t26_1-p1
orthoGp24480: Tgondii|TGME49_263590-t26_1-p1
orthoGp24481: Tgondii|TGME49_263633-t26_1-p1
orthoGp24482: Tgondii|TGME49_263637-t26_1-p1
orthoGp24483: Tgondii|TGME49_263639-t26_1-p1
orthoGp24484: Tgondii|TGME49_263642-t26_1-p1
orthoGp24485: Tgondii|TGME49_263830-t26_1-p1
orthoGp24486: Tgondii|TGME49_264100-t26_1-p1
orthoGp24487: Tgondii|TGME49_264175-t26_1-p1
orthoGp24488: Tgondii|TGME49_264182-t26_1-p1
orthoGp24489: Tgondii|TGME49_264240-t26_1-p1
orthoGp24490: Tgondii|TGME49_264250-t26_1-p1
orthoGp24491: Tgondii|TGME49_264260-t26_1-p1
orthoGp24492: Tgondii|TGME49_200260-t26_1-p1
orthoGp24493: Tgondii|TGME49_200375-t26_1-p1
orthoGp24494: Tgondii|TGME49_228980-t26_1-p1
orthoGp24495: Tgondii|TGME49_229005-t26_1-p1
orthoGp24496: Tgondii|TGME49_229190-t26_1-p1
orthoGp24497: Tgondii|TGME49_229300-t26_1-p1
orthoGp24498: Tgondii|TGME49_229440-t26_1-p1
orthoGp24499: Tgondii|TGME49_229660-t26_1-p1
orthoGp24500: Tgondii|TGME49_229700-t26_1-p1
orthoGp24501: Tgondii|TGME49_229730-t26_1-p1
orthoGp24502: Tgondii|TGME49_229760-t26_1-p1
orthoGp24503: Tgondii|TGME49_229800-t26_1-p1
orthoGp24504: Tgondii|TGME49_230040-t26_1-p1
orthoGp24505: Tgondii|TGME49_230118-t26_1-p1
orthoGp24506: Tgondii|TGME49_230205-t26_1-p1
orthoGp24507: Tgondii|TGME49_230598-t26_1-p1
orthoGp24508: Tgondii|TGME49_230667-t26_1-p1
orthoGp24509: Tgondii|TGME49_230900-t26_1-p1
orthoGp24510: Tgondii|TGME49_231175-t26_1-p1
orthoGp24511: Tgondii|TGME49_231215-t26_1-p1
orthoGp24512: Tgondii|TGME49_231230-t26_1-p1
orthoGp24513: Tgondii|TGME49_231450-t26_1-p1
orthoGp24514: Tgondii|TGME49_232035-t26_1-p1
orthoGp24515: Tgondii|TGME49_232085-t26_1-p1
orthoGp24516: Tgondii|TGME49_232110-t26_1-p1
orthoGp24517: Tgondii|TGME49_232955-t26_1-p1
orthoGp24518: Tgondii|TGME49_232990-t26_1-p1
orthoGp24519: Tgondii|TGME49_233030-t26_1-p1
orthoGp24520: Tgondii|TGME49_233157-t26_1-p1
orthoGp24521: Tgondii|TGME49_233510-t26_1-p1
orthoGp24522: Tgondii|TGME49_233842-t26_1-p1
orthoGp24523: Tgondii|TGME49_233925-t26_1-p1
orthoGp24524: Tgondii|TGME49_267990-t26_1-p1
orthoGp24525: Tgondii|TGME49_268178-t26_1-p1
orthoGp24526: Tgondii|TGME49_268300-t26_1-p1
orthoGp24527: Tgondii|TGME49_268765-t26_1-p1
orthoGp24528: Tgondii|TGME49_269015-t26_1-p1
orthoGp24529: Tgondii|TGME49_269085-t26_1-p1
orthoGp24530: Tgondii|TGME49_269225-t26_1-p1
orthoGp24531: Tgondii|TGME49_269425-t26_1-p1
orthoGp24532: Tgondii|TGME49_269438-t26_1-p1
orthoGp24533: Tgondii|TGME49_269470-t26_1-p1
orthoGp24534: Tgondii|TGME49_269582-t26_1-p1
orthoGp24535: Tgondii|TGME49_269588-t26_1-p1
orthoGp24536: Tgondii|TGME49_269705-t26_1-p1
orthoGp24537: Tgondii|TGME49_269775-t26_1-p1
orthoGp24538: Tgondii|TGME49_270020-t26_1-p1
orthoGp24539: Tgondii|TGME49_270030-t26_1-p1
orthoGp24540: Tgondii|TGME49_270040-t26_1-p1
orthoGp24541: Tgondii|TGME49_270080-t26_1-p1
orthoGp24542: Tgondii|TGME49_270130-t26_1-p1
orthoGp24543: Tgondii|TGME49_270277-t26_1-p1
orthoGp24544: Tgondii|TGME49_270290-t26_1-p1
orthoGp24545: Tgondii|TGME49_270655-t26_1-p1
orthoGp24546: Tgondii|TGME49_270680-t26_1-p1
orthoGp24547: Tgondii|TGME49_270970-t26_1-p1
orthoGp24548: Tgondii|TGME49_270975-t26_1-p1
orthoGp24549: Tgondii|TGME49_271025-t26_1-p1
orthoGp24550: Tgondii|TGME49_271033-t26_1-p1
orthoGp24551: Tgondii|TGME49_271115-t26_1-p1
orthoGp24552: Tgondii|TGME49_271182-t26_1-p1
orthoGp24553: Tgondii|TGME49_271375-t26_1-p1
orthoGp24554: Tgondii|TGME49_271400-t26_1-p1
orthoGp24555: Tgondii|TGME49_271410-t26_1-p1
orthoGp24556: Tgondii|TGME49_271450-t26_1-p1
orthoGp24557: Tgondii|TGME49_271580-t26_1-p1
orthoGp24558: Tgondii|TGME49_271985-t26_1-p1
orthoGp24559: Tgondii|TGME49_272020-t26_1-p1
orthoGp24560: Tgondii|TGME49_272300-t26_1-p1
orthoGp24561: Tgondii|TGME49_272450-t26_1-p1
orthoGp24562: Tgondii|TGME49_272560-t26_1-p1
orthoGp24563: Tgondii|TGME49_272593-t26_1-p1
orthoGp24564: Tgondii|TGME49_272595-t26_1-p1
orthoGp24565: Tgondii|TGME49_272645-t26_1-p1
orthoGp24566: Tgondii|TGME49_273020-t26_1-p1
orthoGp24567: Tgondii|TGME49_273075-t26_1-p1
orthoGp24568: Tgondii|TGME49_273080-t26_1-p1
orthoGp24569: Tgondii|TGME49_273300-t26_1-p1
orthoGp24570: Tgondii|TGME49_273620-t26_1-p1
orthoGp24571: Tgondii|TGME49_273650-t26_1-p1
orthoGp24572: Tgondii|TGME49_273915-t26_1-p1
orthoGp24573: Tgondii|TGME49_273985-t26_1-p1
orthoGp24574: Tgondii|TGME49_264745-t26_1-p1
orthoGp24575: Tgondii|TGME49_264850-t26_1-p1
orthoGp24576: Tgondii|TGME49_264875-t26_1-p1
orthoGp24577: Tgondii|TGME49_265005-t26_1-p1
orthoGp24578: Tgondii|TGME49_265160-t26_1-p1
orthoGp24579: Tgondii|TGME49_265175-t26_1-p1
orthoGp24580: Tgondii|TGME49_265255-t26_1-p1
orthoGp24581: Tgondii|TGME49_265480-t26_1-p1
orthoGp24582: Tgondii|TGME49_266290-t26_1-p1
orthoGp24583: Tgondii|TGME49_266675-t26_1-p1
orthoGp24584: Tgondii|TGME49_266820-t26_1-p1
orthoGp24585: Tgondii|TGME49_266980-t26_1-p1
orthoGp24586: Tgondii|TGME49_267000-t26_1-p1
orthoGp24587: Tgondii|TGME49_267010-t26_1-p1
orthoGp24588: Tgondii|TGME49_267290-t26_1-p1
orthoGp24589: Tgondii|TGME49_267312-t26_1-p1
orthoGp24590: Tgondii|TGME49_267435-t26_1-p1
orthoGp24591: Tgondii|TGME49_267585-t26_1-p1
orthoGp24592: Tgondii|TGME49_267610-t26_1-p1
orthoGp24593: Tgondii|TGME49_267630-t26_1-p1
orthoGp24594: Tgondii|TGME49_267830-t26_1-p1
orthoGp24595: Tgondii|TGME49_274280-t26_1-p1
orthoGp24596: Tgondii|TGME49_279310-t26_1-p1
orthoGp24597: Tgondii|TGME49_279345-t26_1-p1
orthoGp24598: Tgondii|TGME49_279355-t26_1-p1
orthoGp24599: Tgondii|TGME49_279405-t26_1-p1
orthoGp24600: Tgondii|TGME49_287990-t26_1-p1
orthoGp24601: Tgondii|TGME49_288010-t26_1-p1
orthoGp24602: Tgondii|TGME49_288300-t26_1-p1
orthoGp24603: Tgondii|TGME49_288465-t26_1-p1
orthoGp24604: Tgondii|TGME49_288845-t26_1-p1
